@relation test_nov-1-30

@attribute ip numeric
@attribute ' rt_w/o_ACK' numeric
@attribute ' rt_under_3' numeric
@attribute ' max_ips_1sub' numeric
@attribute ' max_high' numeric
@attribute ' max_low' numeric
@attribute ' max_cnsc_high' numeric
@attribute ' max_cnsc_low' numeric
@attribute ' num_uniq_dsts' numeric
@attribute ' num_uniq_srcp' numeric
@attribute ' avg_srcp/dst' numeric
@attribute ' rt_std_flags' numeric
@attribute ' rt_over_60' numeric
@attribute ' med_pack/dst' numeric
@attribute ' rt_std_pttrn' numeric
@attribute ' rt_bksctr_pttrn' numeric
@attribute ' rt_dst' numeric
@attribute ' rt_srcp' numeric
@attribute ' rt_bksctr_flags' numeric
@attribute ' min_pack' numeric
@attribute ' max_pack' numeric
@attribute ' mean_pack' numeric
@attribute ' std_dev_pack' numeric
@attribute ' min_dur' numeric
@attribute ' max_dur' numeric
@attribute ' mean_dur' numeric
@attribute ' std_dev_dur' numeric
@attribute ' min_bytes' numeric
@attribute ' max_bytes' numeric
@attribute ' mean_bytes' numeric
@attribute ' std_dev_bytes' numeric
@attribute ' min_bpp' numeric
@attribute ' max_bpp' numeric
@attribute ' mean_bpp' numeric
@attribute ' std_dev_bpp' numeric
@attribute ' tcp_count' numeric
@attribute ' udp_count' numeric
@attribute ' label' numeric

@data
1804419,1,1,2,0,1,1,1,317,319,1.006309,0,0,2,0,0,0.99373,1,0,1,2,1.99373,0.078701,0,3.168,2.95353,0.244746,52,104,103.673981,4.092433,52,52,52,0,319,0,1
1804596,1,1,2,0,1,1,1,117,117,1,0,0,2,0,0,1,1,0,1,2,1.982906,0.127978,0,3.168,2.910906,0.383337,52,104,103.111111,6.654865,52,52,52,0,117,0,1
1804772,1,1,2,0,1,1,1,143,142,1,0,0,2,0,0,1,0.993007,0,2,2,2,0,2.816,3.008,2.948923,0.049322,96,96,96,0,48,48,48,0,143,0,1
1804902,1,1,2,0,1,1,1,70,71,1.014286,0,0,2,0,0,0.985915,1,0,2,2,2,0,2.816,3.136,2.952563,0.064862,96,96,96,0,48,48,48,0,71,0,1
1805059,1,1,2,1,0,1,1,10,1,1,0,1,1.5,0,0,0.30303,0.030303,0,1,1,1,0,0,0,0,0,75,294,133.545455,40.821404,75,294,133.545455,40.821404,0,33,1
1805129,1,1,1,0,1,1,1,46,46,1,0,0.978261,2,0,0,1,1,0,1,2,1.978261,0.144237,0,3.072,2.894609,0.431057,59,128,126.5,9.952332,59,64,63.891304,0.721183,45,1,1
1805820,1,1,2,0,1,1,1,33,33,1,0,0,2,0,0,1,1,0,2,2,2,0,2.816,3.136,2.971152,0.069007,96,96,96,0,48,48,48,0,33,0,1
1805888,1,1,2,0,1,1,1,239,232,1.004184,0,0,2,0,0,0.995833,0.966667,0,1,2,1.991667,0.090417,0,3.136,2.933333,0.272554,52,104,103.566667,4.701695,52,52,52,0,240,0,1
1805891,1,0,2,0,1,1,1,43,43,1,0,0,3,0,0,1,1,0,3,3,3,0,8.864,9.088,8.958512,0.060902,144,144,144,0,48,48,48,0,43,0,1
1805942,1,1,1,0,1,1,1,72,71,1,0,0,2,0,0,1,0.986111,0,1,2,1.972222,0.161571,0,3.04,2.872889,0.480209,48,96,94.666667,7.755409,48,48,48,0,72,0,1
1806130,1,1,2,0,1,1,1,185,185,1,0,0,2,0,0,1,1,0,2,2,2,0,2.784,3.168,2.969773,0.068952,104,104,104,0,52,52,52,0,185,0,1
1806148,1,1,2,0,1,1,1,85,84,1,0,0,2,0,0,1,0.988235,0,2,2,2,0,2.816,3.104,2.971859,0.061311,96,96,96,0,48,48,48,0,85,0,1
1806200,1,1,2,0,1,1,1,246,239,1,0,0,2,0,0,1,0.971545,0,2,2,2,0,2.816,3.168,2.971967,0.072443,96,96,96,0,48,48,48,0,246,0,1
1806280,0.702128,0.744681,3,11,0,1,1,16,1,1,0.255319,0.723404,2,0.021277,0,0.340426,0.021277,0.255319,1,7,1.765957,1.291318,0,3.104,0.193362,0.481524,77,861,172.234043,115.489511,40,469,121.06383,66.019746,14,33,1
1806565,1,1,2,1,0,1,1,13,2,1,0,1,1,0,0,0.175676,0.027027,0,1,1,1,0,0,0,0,0,90,296,139.297297,46.20695,90,296,139.297297,46.20695,0,74,1
1806670,1,1,1,0,1,1,1,51,51,1,0,0,2,0,0,1,1,0,2,2,2,0,2.816,3.04,2.955294,0.050103,104,104,104,0,52,52,52,0,51,0,1
1806783,1,1,1,0,1,1,1,122,122,1,0,0,2,0,0,1,1,0,2,2,2,0,2.816,3.168,2.961311,0.053941,96,96,96,0,48,48,48,0,122,0,1
979793769,1,0.998169,3,2,0,1,1,579,1133,1.981002,0,0,4,0,0.486041,0.264989,0.518535,0.487872,1,4,1.014645,0.159124,0,21.856,0.174016,1.661446,40,192,42.722197,7.642249,40,48,42.079634,1.99593,2185,0,0
1388749012,0.99551,0.995565,16,1,0,1,1,65533,25515,1,0.004435,0.000081,1,0.000027,0.000014,0.888884,0.346083,0.004449,1,14,1.020888,0.319824,0,27.968,0.001513,0.160436,60,924,61.092085,16.839577,46,67,59.970648,0.547882,73725,0,0
2035151585,0.993384,0.031191,14,1,0,1,1,980,1034,1.07449,0.002836,0.002836,3,0.000945,0,0.926276,0.977316,0.002836,1,13,3.043478,0.465463,0,20.96,3.252688,1.24034,52,808,182.551985,28.082851,52,68,59.988658,0.550352,1058,0,0
2225865958,0.974158,0.974219,16,0,1,1,1,65395,25646,1.013013,0.025781,0.000528,1,0.000528,0.000106,0.987094,0.387109,0.025887,1,17,1.170008,1.117001,0,20.096,0.038018,0.385489,45,770,67.877192,52.225057,41,66,59.683109,2.089774,66250,0,0
2547957674,0.959862,0.960244,16,1,1,1,1,34182,2,1.000029,0.039756,0.000586,1,0.000229,0.001604,0.870546,0.000051,0.04136,1,16,1.180008,0.900679,0,55.488,0.025535,0.725419,40,8808,70.083841,66.401933,40,550,59.818795,2.737177,39265,0,0
2560255843,1,1,15,0,1,1,1,60483,1,1,0,0,1,0,0,0.665292,0.000011,0,1,2,1.000121,0.010999,0,15.456,0.001178,0.11694,40,80,40.00484,0.439953,40,40,40,0,90912,0,0
2560255853,1,1,15,1,0,1,1,56734,1,1,0,0,1,0,0,0.678393,0.000012,0,1,2,1.000239,0.015423,0,15.392,0.003031,0.204469,40,80,40.009566,0.61694,40,40,40,0,83630,0,0
2560255888,1,1,12,1,0,1,1,47344,1,1,0,0,1,0,0,0.714077,0.000015,0,1,2,1.000015,0.003884,0,10.112,0.000153,0.039271,40,80,40.000603,0.155342,40,40,40,0,66301,0,0
2560255894,1,1,15,0,1,1,1,62852,1,1,0,0,1,0,0,0.656617,0.00001,0,1,2,1.00001,0.003231,0,14.592,0.000153,0.047152,40,80,40.000418,0.129255,40,40,40,0,95721,0,0
2800623448,1,1,3,0,1,1,1,726,660,1.004132,0,0,2,0,0,0.995885,0.90535,0,2,2,2,0,2.848,3.072,2.96507,0.064243,96,96,96,0,48,48,48,0,729,0,0
3103229974,1,1,1,1,1,1,1,9,10,1.111111,0,0.966867,1,0,0.033133,0.027108,0.03012,0.033133,1,2,1.003012,0.05468,0,0,0,0,40,80,67.192771,4.821941,40,68,67.072289,4.996231,11,0,0
3103258382,0.776166,0.256477,4,13,1,1,1,63,378,6.349206,0.096891,0.867876,9,0.055959,0,0.032642,0.195855,0.098446,1,18987,220.533161,1035.583949,0,60.928,36.644841,28.01815,52,996932,19417.785492,59167.929129,43,932,94.896891,58.608995,432,1498,0
3103258385,0.312652,0.599286,4,107,2,4,1,2194,247,1.223792,0.10894,0.17373,9,0.076446,0.000706,0.0861,0.009693,0.11255,1,4825,54.495605,319.122945,0,60.992,8.927554,17.392804,39,997944,5892.666824,48445.300317,39,1420,58.210227,39.528399,17592,7890,0
3103258392,0.89726,0.89726,1,6,1,1,1,7,9,1.428571,0.10274,0.938356,18,0.041096,0,0.047945,0.061644,0.10274,1,2307,17.39726,189.074562,0,17.056,0.520548,2.24092,76,125565,976.267123,10289.383854,54,100,74.431507,5.929095,15,131,0
3103258398,0.007439,0.904711,2,18,1,1,1,80,203,2.5625,0.018066,0.649309,6,0.018066,0.003188,0.028339,0.071909,0.021254,1,100,2.783918,7.166758,0,55.904,2.36401,5.161699,40,61086,1216.638328,4351.804304,40,1369,341.303578,252.381002,2823,0,0
3103258401,0.021825,0.414683,2,24,1,1,1,52,413,7.980769,0.327381,0.378968,7.5,0.287698,0.021825,0.103175,0.819444,0.531746,1,3597,19.765873,161.563687,0,38.08,2.555619,5.362984,40,192413,1702.587302,8905.724543,40,321,85.77381,58.537208,504,0,0
3103258405,0.003458,0.607563,8,1,2,1,1,408,4237,10.401961,0.162183,0.299514,18,0.074878,0.003458,0.044084,0.457807,0.184765,1,22209,12.98336,257.591712,0,60.512,3.361476,7.486421,40,943371,1526.887304,11872.15812,40,1185,113.004214,149.687559,9255,0,0
3103258407,0,0.363212,6,0,2,1,1,129,891,7.100775,0.507937,0.461251,11,0.316527,0,0.120448,0.831933,0.518207,1,7269,38.312792,358.951979,0,60.48,2.115018,5.061756,40,338976,2916.684407,18008.877189,40,1075,119.474323,165.818692,1071,0,0
3103258410,0.120783,0.081132,1,5689,2,1949,2,23,1308,57.173913,0.879217,0.999314,4,0.879115,0.000508,0.000584,0.033225,0.879801,1,339,15.048364,5.367197,0,48.224,0.824137,2.027461,40,22625,2297.35699,768.58516,40,596,154.521896,23.751495,34636,4732,0
3103258412,0,0.000041,1,3951,1,640,1,2,1,1,0.999959,0.999918,174280.5,0.999918,0,0.000082,0.000041,0.999959,1,21,14.221755,0.59048,0,7.904,2.453657,0.44591,52,4157,2425.670896,88.080671,52,218,170.315027,3.607038,24509,0,0
3103258413,0.489451,0.489451,1,207,1,9,1,4,10,2.75,0.510549,0.976793,825.5,0.487342,0,0.008439,0.021097,0.510549,1,11512,54.107595,688.049949,0,35.84,0.371848,2.249838,68,599153,3850.886076,35756.608161,52,699,223.242616,164.114999,242,232,0
3103258419,0.055797,0.055797,2,2308,1,3,1,33,143,4.393939,0.944203,0.983775,4,0.941037,0,0.013059,0.056589,0.944203,1,19,13.667194,3.31071,0,7.392,0.727098,0.506606,56,3381,2365.135734,580.944521,54,234,167.15275,26.464423,2386,141,0
3103258426,0,0.378378,1,24,0,2,1,2,1,1,0.594595,0.783784,161.5,0.594595,0,0.054054,0.027027,0.594595,1,15,8.72973,6.054226,0,29.984,2.196757,4.630686,52,2519,1421.567568,1093.476933,52,171,131.945946,47.015238,37,0,0
3103258432,0.091312,0.724734,8,0,2,1,1,138,2149,15.601449,0.237367,0.297872,10,0.187943,0,0.030585,0.476285,0.2418,1,1968,7.358821,78.368349,0,38.656,1.004979,2.788261,40,87655,680.69836,3869.131695,40,998,75.264184,100.227605,4102,410,0
3103258439,0.055871,0.814877,2,830,1,2,1,44,334,7.636364,0.140927,0.984823,3,0.139593,0.001835,0.007338,0.055704,0.142762,1,1148,4.757005,17.552012,0,60.768,1.328833,6.853395,40,187700,630.011174,2773.187812,40,505,93.611408,48.185303,5672,324,0
3103258447,1,1,1,0,1,1,1,1,1,1,0,1,81,0,0,0.012346,0.012346,0,1,1,1,0,0,0,0,0,76,76,76,0,76,76,76,0,0,81,0
3103258452,0.749284,0.812321,2,0,1,1,1,33,153,4.666667,0.144699,0.803725,13,0.044413,0,0.047278,0.219198,0.144699,1,4093,27.338109,197.21313,0,24.448,1.050682,3.405253,52,215495,1547.610315,10435.175693,52,435,75.422636,27.842957,175,523,0
3103258454,0.019417,0.755663,3,24,1,1,1,78,388,5.012821,0.177994,0.187702,4.5,0.148867,0.017799,0.126214,0.627832,0.249191,1,32,3.124595,4.326948,0,18.656,1.057191,2.794289,40,5074,321.930421,630.664795,40,617,70.093851,55.723932,618,0,0
3103258458,0.372356,0.637657,7,108,2,5,1,1577,1440,1.96766,0.117744,0.133855,10,0.072649,0,0.059362,0.054205,0.122939,1,4246,29.124407,303.462023,0,60.928,5.349229,11.885723,39,870826,4990.984303,59549.674446,39,1460,56.853121,37.045144,16702,9860,0
3103258464,0,0.692735,8,0,2,1,1,153,1082,7.071895,0.213675,0.212393,18,0.155983,0,0.065385,0.462393,0.213675,1,995,5.300427,33.738501,0,60.416,2.566291,6.741496,40,42353,498.77906,1928.36747,40,1021,74.513248,94.811665,2340,0,0
3103258467,0,0.1,4,0,1,1,1,18,30,1.666667,0.9,0.466667,6,0.366667,0,0.6,1,0.9,2,193,12.333333,33.384131,0,0.192,0.036267,0.042827,255,7866,601.5,1343.706001,40,127,63.1,20.310481,30,0,0
3103258470,0.99095,0.040724,1,1,1,1,1,12,11,1,0.00905,0.954751,1,0.004525,0.040724,0.054299,0.049774,0.049774,1,5,4.832579,0.790669,0,59.424,56.382262,12.8928,40,1640,1561.199095,338.135186,40,328,313.832579,61.779618,11,210,0
3103258474,0.003049,0.602134,7,0,2,1,1,97,380,3.969072,0.265244,0.420732,6,0.265244,0,0.147866,0.579268,0.265244,1,139,5.992378,11.456841,0,58.144,1.02278,4.168063,40,128806,2228.088415,8779.382545,40,1177,147.679878,216.975711,654,0,0
3103258477,0.005405,0.525405,8,1,2,1,1,163,858,5.325153,0.418378,0.281081,8,0.217297,0.005405,0.176216,0.927568,0.444324,1,203,3.676757,7.267321,0,59.968,1.713159,4.03092,40,24484,564.603243,1313.043221,40,1146,116.316757,132.336256,925,0,0
3103258483,0,0.064516,2,0,1,1,1,9,62,6.888889,0.935484,0.451613,11,0.387097,0,0.145161,1,0.935484,2,273,11.096774,33.73082,0,0.32,0.046968,0.061572,257,11302,576.370968,1386.496042,41,128,63.354839,20.848192,62,0,0
3103258488,0.000959,0.707574,8,0,2,1,1,53,886,17.113208,0.162991,0.185043,16,0.048897,0,0.050815,0.849473,0.168744,2,611,4.198466,20.514907,0,40.256,1.146385,3.324564,80,26884,631.424736,1857.541798,40,985,115.177373,210.111721,1043,0,0
3103258491,0.005684,0.005727,1,3938,1,506,1,5,4,1.2,0.994273,0.999914,2840,0.994187,0,0.000215,0.000172,0.994273,1,118,14.207294,1.446159,0,25.408,2.498666,0.76489,76,7143,2334.546183,194.915151,47,237,163.545623,7.664219,23091,132,0
3103258492,0,0.002405,12,300,1,20,1,305,20,1.045902,0.997595,0.983165,26,0.982684,0,0.146705,0.00962,0.997595,1,14821,35.270803,448.163481,0,50.624,0.983442,2.21816,40,787674,19717.350168,28147.592772,40,1455,928.933141,451.113813,2079,0,0
3103258493,0.00043,0.003619,5,12064,1,1647,1,51,428,8.490196,0.995069,0.996969,9,0.994933,0.00043,0.001154,0.009681,0.995499,1,683,17.552489,5.605159,0,60.512,0.608738,2.061501,40,794366,2677.071094,5124.726755,40,1500,151.387681,37.161911,44209,0,0
3103258498,0.007893,0.723757,5,1,2,1,1,92,527,5.73913,0.176796,0.152328,15.5,0.091555,0.007103,0.072612,0.415943,0.184688,1,5407,17.808208,202.141212,0,54.208,2.534466,5.845309,40,298187,1380.632991,11354.022539,40,985,80.550118,98.090097,1266,1,0
3103258506,0.969072,0.969072,1,6,1,1,1,4,3,1,0.030928,0.969072,67,0,0,0.013746,0.010309,0.030928,1,116,1.450172,6.699088,0,5.632,0.142296,0.839362,76,7022,102.28866,404.453722,54,76,75.340206,3.686799,9,282,0
3103258508,0,0.002516,2,3945,2,380,1,70,225,3.257143,0.997148,0.994254,4.5,0.993667,0,0.002936,0.009436,0.99719,1,2321,14.436168,19.042292,0,19.616,2.447922,0.585241,52,121053,2423.926229,1019.628547,45,999,169.621917,15.518211,23844,0,0
3103258509,0.021211,0.023021,1,3519,1,5,1,7,10,1.428571,0.97672,0.998707,18,0.97672,0.000776,0.001811,0.002587,0.977496,1,67,14.997931,2.764424,0,8.192,2.664029,0.785983,40,9874,2497.212623,451.63776,40,242,164.525608,15.073625,3787,79,0
3103258510,0,0.000088,1,3963,1,1077,1,6,40,6.833333,0.999912,0.998854,202,0.998765,0,0.000265,0.001764,0.999912,2,305,10.028394,2.66236,0,12.064,0.910604,0.164887,122,14750,2143.290111,133.920837,44,233,213.562321,6.962811,22681,0,0
3103258512,0.00772,0.776113,7,9,2,1,1,133,789,6,0.096276,0.099001,16,0.024069,0.00772,0.0604,0.358311,0.103996,1,431,4.696639,18.182025,0,60.16,2.596854,6.617387,40,122452,973.39782,5883.332408,40,1051,85.166667,133.14771,2202,0,0
3103258516,0,0.000126,1,3947,1,479,1,4,6,1.75,0.999874,0.999874,29994,0.999789,0,0.000169,0.000253,0.999874,1,1539,14.25709,9.903878,0,20.704,2.552954,0.745897,52,82303,2425.049893,523.650353,52,210,170.369222,3.18802,23731,0,0
3103258520,0,0.717962,8,0,2,1,1,107,774,7.373832,0.215336,0.247899,16,0.18855,0,0.056197,0.406513,0.217962,1,511,5.241071,19.932199,0,33.92,1.266571,3.712335,40,77381,703.956933,3306.952217,40,1013,74.668592,96.078222,1904,0,0
3103258522,0,0.602941,1,13,1,6,1,11,9,1.363636,0.191176,0.397059,20,0.147059,0,0.161765,0.132353,0.191176,1,14161,232.191176,1541.628736,0,28.096,2.722353,5.640826,40,653094,36229.955882,112488.526124,40,1408,429.073529,521.15283,68,0,0
3103258523,0.002818,0.797746,3,1,1,1,1,14,915,65.357143,0.170946,0.172198,11.5,0.170632,0,0.004383,0.286475,0.170946,1,106,2.659987,4.079782,0,15.552,0.360276,1.577049,40,17187,425.423607,1574.575724,40,904,67.148716,94.431832,3194,0,0
3103258524,0.669783,0.68298,6,941,1,2,1,451,2400,5.631929,0.311795,0.91284,4,0.307671,0.0022,0.124003,0.659885,0.31482,1,524,4.836954,12.957891,0,59.296,0.469574,1.681843,40,241141,751.030245,4159.209677,40,1275,100.590597,53.495888,1211,2426,0
3103258528,0.942857,0.942857,1,6,1,1,1,3,2,1,0.057143,0.942857,18,0,0,0.021429,0.014286,0.057143,1,3,1.114286,0.461345,0,5.12,0.290514,1.172745,76,164,81.028571,20.299178,54,76,74.742857,5.074795,8,132,0
3103258562,0.195122,0.487805,1,21,1,1,1,8,9,1.25,0.487805,0.634146,1.5,0.487805,0.195122,0.195122,0.219512,0.682927,1,16,7.390244,6.198116,0,30.528,1.846634,4.579965,40,2773,1265.390244,1207.001183,40,185,120.170732,60.335823,41,0,0
3103258574,1,1,1,1,1,1,1,8,2224,278,0,0,1,0,0.002242,0.002562,0.712364,0.002242,1,1,1,0,0,0,0,0,35,40,35.011211,0.236415,35,40,35.011211,0.236415,7,3115,0
3103258589,0.022986,0.651818,8,1,2,1,1,312,2327,7.737179,0.151639,0.255524,15,0.085887,0.00196,0.055595,0.414647,0.155203,1,383,6.358339,18.15264,0,60.032,3.078854,6.528126,40,157203,1584.62206,7104.064557,40,1276,111.565574,167.924592,5610,2,0
3130191232,0.969405,0.969674,15,0,1,1,1,75921,39811,1.035774,0.03018,0.003764,1,0.003495,0.031032,0.850532,0.445997,0.061336,1,361,1.217066,1.636968,0,45.696,0.070155,0.660879,40,14496,52.034113,79.109018,40,91,40.500342,2.946378,89263,0,0
3177892613,1,1,16,0,2,1,1,129842,9,1.836109,0,0,2,0,0.000132,0.449408,0.000031,0.000132,1,2,1.000194,0.013892,0,15.776,0.000894,0.106618,40,80,40.007753,0.555665,40,40,40,0,1757,287161,0
3396357251,1,1,16,0,1,1,1,27040,1,1,0,0.003718,1,0,0,0.859204,0.000032,0,1,1,1,0,0,0,0,0,58,80,58.079311,1.298635,58,80,58.079311,1.298635,0,31471,0
3396828121,1,1,16,0,1,1,1,131072,1,1,0,0,1,0,0,1,0.000008,0,1,1,1,0,0,0.032,0,0.000088,40,40,40,0,40,40,40,0,131072,0,0
3523044869,0.998628,0.998628,16,2,0,1,1,26410,43,1.001363,0.001372,0.000359,1,0.000359,0.000261,0.862903,0.001405,0.001634,1,6,1.00562,0.147912,0,10.944,0.009388,0.279381,40,368,40.304679,8.172227,40,82,40.01784,0.745325,30606,0,0
